Source Audio,Part,Début (sec),Début (min:sec),Distance,Status,Validation_Humaine,Commentaire
ml18_294b_0042_part34.wav,34,170,2:50,0.1239,RAS,A_VALIDER,
ml19_293a_0066_part21.wav,21,105,1:45,0.1237,RAS,A_VALIDER,
ml17_280a_0144_part34.wav,34,170,2:50,0.1236,RAS,A_VALIDER,
ml19_293a_0015_part21.wav,21,105,1:45,0.1236,RAS,A_VALIDER,
ml18_294b_0042_part7.wav,7,35,0:35,0.1235,RAS,A_VALIDER,
ml19_293a_0066_part78.wav,78,390,6:30,0.1234,RAS,A_VALIDER,
ml17_280a_0088_part106.wav,106,530,8:50,0.1234,RAS,A_VALIDER,
ml17_280a_0144_part126.wav,126,630,10:30,0.1233,RAS,A_VALIDER,
ml17_280a_0088_part79.wav,79,395,6:35,0.1232,RAS,A_VALIDER,
ml19_292a_0030_part54.wav,54,270,4:30,0.1231,RAS,A_VALIDER,
ml18_294b_0013_part41.wav,41,205,3:25,0.123,RAS,A_VALIDER,
ml17_280a_0088_part94.wav,94,470,7:50,0.123,RAS,A_VALIDER,
ml18_294b_0013_part20.wav,20,100,1:40,0.1229,RAS,A_VALIDER,
ml19_293a_0015_part44.wav,44,220,3:40,0.1228,RAS,A_VALIDER,
ml17_280a_0144_part83.wav,83,415,6:55,0.1228,RAS,A_VALIDER,
ml19_292a_0007_part18.wav,18,90,1:30,0.1227,RAS,A_VALIDER,
ml17_280a_0144_part25.wav,25,125,2:05,0.1227,RAS,A_VALIDER,
ml18_294b_0042_part5.wav,5,25,0:25,0.1226,RAS,A_VALIDER,
ml18_294b_0076_part13.wav,13,65,1:05,0.1224,RAS,A_VALIDER,
ml19_293a_0066_part88.wav,88,440,7:20,0.1224,RAS,A_VALIDER,
ml18_294b_0076_part61.wav,61,305,5:05,0.1223,RAS,A_VALIDER,
ml19_293a_0015_part106.wav,106,530,8:50,0.1223,RAS,A_VALIDER,
ml18_296a_0007_part12.wav,12,60,1:00,0.1223,RAS,A_VALIDER,
ml19_293a_0015_part113.wav,113,565,9:25,0.1221,RAS,A_VALIDER,
ml17_280a_0144_part7.wav,7,35,0:35,0.1221,RAS,A_VALIDER,
ml19_292a_0030_part84.wav,84,420,7:00,0.122,RAS,A_VALIDER,
ml18_294b_0042_part40.wav,40,200,3:20,0.122,RAS,A_VALIDER,
ml17_280a_0088_part49.wav,49,245,4:05,0.122,RAS,A_VALIDER,
ml18_294b_0076_part68.wav,68,340,5:40,0.122,RAS,A_VALIDER,
ml18_294b_0076_part44.wav,44,220,3:40,0.122,RAS,A_VALIDER,
ml18_294b_0076_part46.wav,46,230,3:50,0.1219,RAS,A_VALIDER,
ml19_292b_0026_part22.wav,22,110,1:50,0.1219,RAS,A_VALIDER,
ml19_292a_0030_part17.wav,17,85,1:25,0.1219,RAS,A_VALIDER,
ml19_293a_0015_part84.wav,84,420,7:00,0.1219,RAS,A_VALIDER,
ml19_293a_0015_part57.wav,57,285,4:45,0.1218,RAS,A_VALIDER,
ml19_292a_0030_part13.wav,13,65,1:05,0.1217,RAS,A_VALIDER,
ml17_280a_0144_part41.wav,41,205,3:25,0.1217,RAS,A_VALIDER,
ml18_294b_0013_part24.wav,24,120,2:00,0.1217,RAS,A_VALIDER,
ml17_280a_0088_part18.wav,18,90,1:30,0.1216,RAS,A_VALIDER,
ml17_280a_0088_part35.wav,35,175,2:55,0.1215,RAS,A_VALIDER,
ml18_294b_0013_part56.wav,56,280,4:40,0.1214,RAS,A_VALIDER,
ml17_280a_0088_part68.wav,68,340,5:40,0.1214,RAS,A_VALIDER,
ml19_293a_0066_part4.wav,4,20,0:20,0.1212,RAS,A_VALIDER,
ml18_294b_0042_part32.wav,32,160,2:40,0.1212,RAS,A_VALIDER,
ml18_294b_0076_part24.wav,24,120,2:00,0.1212,RAS,A_VALIDER,
ml18_294b_0076_part31.wav,31,155,2:35,0.1212,RAS,A_VALIDER,
ml19_292a_0030_part60.wav,60,300,5:00,0.1211,RAS,A_VALIDER,
ml17_280a_0144_part120.wav,120,600,10:00,0.1211,RAS,A_VALIDER,
ml19_292b_0026_part15.wav,15,75,1:15,0.1211,RAS,A_VALIDER,
ml17_280a_0144_part158.wav,158,790,13:10,0.121,RAS,A_VALIDER,
ml17_280a_0088_part70.wav,70,350,5:50,0.121,RAS,A_VALIDER,
ml19_293a_0066_part19.wav,19,95,1:35,0.1209,RAS,A_VALIDER,
ml17_280a_0088_part119.wav,119,595,9:55,0.1208,RAS,A_VALIDER,
ml19_293a_0015_part115.wav,115,575,9:35,0.1206,RAS,A_VALIDER,
ml19_292b_0026_part17.wav,17,85,1:25,0.1205,RAS,A_VALIDER,
ml19_292a_0030_part9.wav,9,45,0:45,0.1204,RAS,A_VALIDER,
ml17_280a_0088_part105.wav,105,525,8:45,0.1204,RAS,A_VALIDER,
ml19_293a_0066_part11.wav,11,55,0:55,0.1204,RAS,A_VALIDER,
ml19_292a_0030_part0.wav,0,0,0:00,0.1202,RAS,A_VALIDER,
ml19_293a_0015_part43.wav,43,215,3:35,0.1199,RAS,A_VALIDER,
ml17_280a_0088_part7.wav,7,35,0:35,0.1197,RAS,A_VALIDER,
ml19_293a_0015_part98.wav,98,490,8:10,0.1196,RAS,A_VALIDER,
ml18_294b_0076_part10.wav,10,50,0:50,0.1194,RAS,A_VALIDER,
ml17_280a_0088_part132.wav,132,660,11:00,0.1194,RAS,A_VALIDER,
ml18_294b_0076_part15.wav,15,75,1:15,0.1194,RAS,A_VALIDER,
ml19_292b_0026_part25.wav,25,125,2:05,0.1194,RAS,A_VALIDER,
ml17_280a_0088_part74.wav,74,370,6:10,0.1192,RAS,A_VALIDER,
ml19_292a_0030_part58.wav,58,290,4:50,0.1192,RAS,A_VALIDER,
ml19_292a_0007_part27.wav,27,135,2:15,0.119,RAS,A_VALIDER,
ml18_294b_0013_part6.wav,6,30,0:30,0.119,RAS,A_VALIDER,
ml19_293a_0015_part126.wav,126,630,10:30,0.1189,RAS,A_VALIDER,
ml18_294b_0042_part1.wav,1,5,0:05,0.1188,RAS,A_VALIDER,
ml18_294b_0013_part87.wav,87,435,7:15,0.1188,RAS,A_VALIDER,
ml17_280a_0088_part0.wav,0,0,0:00,0.1186,RAS,A_VALIDER,
ml17_280a_0144_part5.wav,5,25,0:25,0.1185,RAS,A_VALIDER,
ml19_293a_0015_part63.wav,63,315,5:15,0.1185,RAS,A_VALIDER,
ml17_280a_0088_part123.wav,123,615,10:15,0.1184,RAS,A_VALIDER,
ml19_293a_0066_part52.wav,52,260,4:20,0.1184,RAS,A_VALIDER,
ml18_294b_0042_part48.wav,48,240,4:00,0.1184,RAS,A_VALIDER,
ml19_292b_0026_part6.wav,6,30,0:30,0.1182,RAS,A_VALIDER,
ml17_280a_0088_part109.wav,109,545,9:05,0.1182,RAS,A_VALIDER,
ml19_293a_0015_part46.wav,46,230,3:50,0.1181,RAS,A_VALIDER,
ml19_293a_0015_part71.wav,71,355,5:55,0.118,RAS,A_VALIDER,
ml19_293a_0015_part124.wav,124,620,10:20,0.118,RAS,A_VALIDER,
ml19_292a_0030_part64.wav,64,320,5:20,0.1178,RAS,A_VALIDER,
ml17_280a_0144_part147.wav,147,735,12:15,0.1177,RAS,A_VALIDER,
ml18_294b_0042_part31.wav,31,155,2:35,0.1176,RAS,A_VALIDER,
ml18_294b_0042_part3.wav,3,15,0:15,0.1176,RAS,A_VALIDER,
ml18_294b_0042_part47.wav,47,235,3:55,0.1175,RAS,A_VALIDER,
ml19_292a_0007_part41.wav,41,205,3:25,0.1175,RAS,A_VALIDER,
ml17_280a_0088_part15.wav,15,75,1:15,0.1174,RAS,A_VALIDER,
ml17_280a_0088_part22.wav,22,110,1:50,0.1174,RAS,A_VALIDER,
ml18_294b_0042_part25.wav,25,125,2:05,0.1173,RAS,A_VALIDER,
ml17_280a_0088_part100.wav,100,500,8:20,0.1173,RAS,A_VALIDER,
ml19_293a_0015_part65.wav,65,325,5:25,0.1173,RAS,A_VALIDER,
ml17_280a_0088_part160.wav,160,800,13:20,0.1172,RAS,A_VALIDER,
ml19_293a_0015_part136.wav,136,680,11:20,0.1171,RAS,A_VALIDER,
ml19_293a_0015_part20.wav,20,100,1:40,0.1171,RAS,A_VALIDER,
ml17_280a_0088_part23.wav,23,115,1:55,0.1171,RAS,A_VALIDER,
ml18_296a_0007_part8.wav,8,40,0:40,0.117,RAS,A_VALIDER,
ml19_293a_0066_part56.wav,56,280,4:40,0.1169,RAS,A_VALIDER,
ml18_294b_0013_part13.wav,13,65,1:05,0.1169,RAS,A_VALIDER,
ml19_292a_0030_part74.wav,74,370,6:10,0.1169,RAS,A_VALIDER,
ml19_292b_0026_part82.wav,82,410,6:50,0.1169,RAS,A_VALIDER,
ml19_292a_0007_part11.wav,11,55,0:55,0.1168,RAS,A_VALIDER,
ml18_294b_0042_part11.wav,11,55,0:55,0.1167,RAS,A_VALIDER,
ml17_280a_0088_part54.wav,54,270,4:30,0.1167,RAS,A_VALIDER,
ml17_280a_0088_part116.wav,116,580,9:40,0.1166,RAS,A_VALIDER,
ml18_294b_0076_part76.wav,76,380,6:20,0.1164,RAS,A_VALIDER,
ml19_293a_0015_part54.wav,54,270,4:30,0.1164,RAS,A_VALIDER,
ml17_280a_0088_part141.wav,141,705,11:45,0.1163,RAS,A_VALIDER,
ml17_280a_0088_part113.wav,113,565,9:25,0.1163,RAS,A_VALIDER,
ml19_293a_0015_part111.wav,111,555,9:15,0.1163,RAS,A_VALIDER,
ml17_280a_0088_part145.wav,145,725,12:05,0.1161,RAS,A_VALIDER,
ml18_294b_0076_part33.wav,33,165,2:45,0.1159,RAS,A_VALIDER,
ml17_280a_0088_part159.wav,159,795,13:15,0.1158,RAS,A_VALIDER,
ml17_280a_0088_part107.wav,107,535,8:55,0.1156,RAS,A_VALIDER,
ml18_294b_0042_part50.wav,50,250,4:10,0.1156,RAS,A_VALIDER,
ml17_280a_0083_part50.wav,50,250,4:10,0.1156,RAS,A_VALIDER,
ml18_294b_0076_part71.wav,71,355,5:55,0.1156,RAS,A_VALIDER,
ml17_280a_0144_part58.wav,58,290,4:50,0.1155,RAS,A_VALIDER,
ml19_293a_0015_part7.wav,7,35,0:35,0.1154,RAS,A_VALIDER,
ml19_293a_0015_part100.wav,100,500,8:20,0.1153,RAS,A_VALIDER,
ml19_292a_0030_part1.wav,1,5,0:05,0.1152,RAS,A_VALIDER,
ml19_293a_0066_part6.wav,6,30,0:30,0.1148,RAS,A_VALIDER,
ml19_293a_0015_part77.wav,77,385,6:25,0.1148,RAS,A_VALIDER,
ml19_292b_0026_part38.wav,38,190,3:10,0.1148,RAS,A_VALIDER,
ml19_292a_0030_part30.wav,30,150,2:30,0.1148,RAS,A_VALIDER,
ml17_280a_0088_part163.wav,163,815,13:35,0.1147,RAS,A_VALIDER,
ml18_294b_0076_part79.wav,79,395,6:35,0.1147,RAS,A_VALIDER,
ml17_280a_0088_part135.wav,135,675,11:15,0.1146,RAS,A_VALIDER,
ml18_294b_0076_part37.wav,37,185,3:05,0.1145,RAS,A_VALIDER,
ml19_293a_0015_part0.wav,0,0,0:00,0.1143,RAS,A_VALIDER,
ml18_294b_0076_part65.wav,65,325,5:25,0.1143,RAS,A_VALIDER,
ml19_293a_0066_part61.wav,61,305,5:05,0.1143,RAS,A_VALIDER,
ml19_293a_0015_part96.wav,96,480,8:00,0.1143,RAS,A_VALIDER,
ml19_292a_0030_part80.wav,80,400,6:40,0.1142,RAS,A_VALIDER,
ml18_294b_0042_part19.wav,19,95,1:35,0.1142,RAS,A_VALIDER,
ml18_294b_0076_part45.wav,45,225,3:45,0.1141,RAS,A_VALIDER,
ml18_294b_0013_part72.wav,72,360,6:00,0.114,RAS,A_VALIDER,
ml17_280a_0144_part28.wav,28,140,2:20,0.114,RAS,A_VALIDER,
ml18_294b_0013_part60.wav,60,300,5:00,0.1137,RAS,A_VALIDER,
ml18_294b_0076_part29.wav,29,145,2:25,0.1137,RAS,A_VALIDER,
ml19_293a_0015_part122.wav,122,610,10:10,0.1137,RAS,A_VALIDER,
ml19_293a_0015_part10.wav,10,50,0:50,0.1136,RAS,A_VALIDER,
ml17_280a_0088_part130.wav,130,650,10:50,0.1135,RAS,A_VALIDER,
ml18_294b_0076_part35.wav,35,175,2:55,0.1135,RAS,A_VALIDER,
ml17_280a_0144_part125.wav,125,625,10:25,0.1135,RAS,A_VALIDER,
ml17_280a_0088_part92.wav,92,460,7:40,0.1135,RAS,A_VALIDER,
ml19_292a_0030_part32.wav,32,160,2:40,0.1134,RAS,A_VALIDER,
ml17_280a_0088_part143.wav,143,715,11:55,0.1128,RAS,A_VALIDER,
ml17_280a_0144_part117.wav,117,585,9:45,0.1128,RAS,A_VALIDER,
ml17_280a_0083_part53.wav,53,265,4:25,0.1127,RAS,A_VALIDER,
ml18_294b_0013_part33.wav,33,165,2:45,0.1123,RAS,A_VALIDER,
ml18_294b_0042_part39.wav,39,195,3:15,0.1122,RAS,A_VALIDER,
ml18_294b_0013_part30.wav,30,150,2:30,0.1122,RAS,A_VALIDER,
ml19_292b_0026_part27.wav,27,135,2:15,0.1122,RAS,A_VALIDER,
ml18_294b_0013_part83.wav,83,415,6:55,0.1118,RAS,A_VALIDER,
ml17_280a_0088_part88.wav,88,440,7:20,0.1118,RAS,A_VALIDER,
ml19_293a_0066_part45.wav,45,225,3:45,0.1117,RAS,A_VALIDER,
ml17_280a_0088_part86.wav,86,430,7:10,0.1116,RAS,A_VALIDER,
ml19_293a_0015_part130.wav,130,650,10:50,0.1116,RAS,A_VALIDER,
ml17_280a_0088_part55.wav,55,275,4:35,0.1116,RAS,A_VALIDER,
ml19_292a_0030_part34.wav,34,170,2:50,0.1116,RAS,A_VALIDER,
ml18_294b_0076_part38.wav,38,190,3:10,0.1116,RAS,A_VALIDER,
ml19_292a_0030_part41.wav,41,205,3:25,0.1114,RAS,A_VALIDER,
ml19_293a_0015_part14.wav,14,70,1:10,0.1113,RAS,A_VALIDER,
ml19_293a_0066_part71.wav,71,355,5:55,0.1111,RAS,A_VALIDER,
ml19_292a_0007_part29.wav,29,145,2:25,0.111,RAS,A_VALIDER,
ml17_280a_0144_part47.wav,47,235,3:55,0.111,RAS,A_VALIDER,
ml17_280a_0088_part87.wav,87,435,7:15,0.1109,RAS,A_VALIDER,
ml19_293a_0015_part80.wav,80,400,6:40,0.1108,RAS,A_VALIDER,
ml19_292a_0030_part35.wav,35,175,2:55,0.1106,RAS,A_VALIDER,
ml17_280a_0088_part38.wav,38,190,3:10,0.1106,RAS,A_VALIDER,
ml19_292a_0007_part4.wav,4,20,0:20,0.1106,RAS,A_VALIDER,
ml18_294b_0076_part18.wav,18,90,1:30,0.1105,RAS,A_VALIDER,
ml17_280a_0144_part57.wav,57,285,4:45,0.1104,RAS,A_VALIDER,
ml19_293a_0066_part68.wav,68,340,5:40,0.1104,RAS,A_VALIDER,
ml17_280a_0144_part42.wav,42,210,3:30,0.1104,RAS,A_VALIDER,
ml18_294b_0076_part52.wav,52,260,4:20,0.1104,RAS,A_VALIDER,
ml19_292b_0026_part28.wav,28,140,2:20,0.1101,RAS,A_VALIDER,
ml19_292a_0007_part9.wav,9,45,0:45,0.1101,RAS,A_VALIDER,
ml17_280a_0144_part3.wav,3,15,0:15,0.11,RAS,A_VALIDER,
ml18_294b_0042_part12.wav,12,60,1:00,0.11,RAS,A_VALIDER,
ml17_280a_0088_part124.wav,124,620,10:20,0.1099,RAS,A_VALIDER,
ml17_280a_0083_part56.wav,56,280,4:40,0.1099,RAS,A_VALIDER,
ml17_280a_0088_part97.wav,97,485,8:05,0.1099,RAS,A_VALIDER,
ml18_294b_0076_part19.wav,19,95,1:35,0.1098,RAS,A_VALIDER,
ml17_280a_0144_part118.wav,118,590,9:50,0.1097,RAS,A_VALIDER,
ml17_280a_0088_part46.wav,46,230,3:50,0.1092,RAS,A_VALIDER,
ml19_293a_0015_part13.wav,13,65,1:05,0.1092,RAS,A_VALIDER,
ml17_280a_0088_part37.wav,37,185,3:05,0.1092,RAS,A_VALIDER,
ml19_292a_0030_part50.wav,50,250,4:10,0.1091,RAS,A_VALIDER,
ml17_280a_0088_part129.wav,129,645,10:45,0.1091,RAS,A_VALIDER,
ml19_292b_0026_part34.wav,34,170,2:50,0.1091,RAS,A_VALIDER,
ml17_280a_0088_part28.wav,28,140,2:20,0.1087,RAS,A_VALIDER,
ml18_294b_0076_part14.wav,14,70,1:10,0.1085,RAS,A_VALIDER,
ml19_293a_0015_part95.wav,95,475,7:55,0.1084,RAS,A_VALIDER,
ml19_293a_0015_part16.wav,16,80,1:20,0.1084,RAS,A_VALIDER,
ml19_292a_0007_part8.wav,8,40,0:40,0.1083,RAS,A_VALIDER,
ml17_280a_0144_part38.wav,38,190,3:10,0.1083,RAS,A_VALIDER,
ml18_294b_0042_part33.wav,33,165,2:45,0.1083,RAS,A_VALIDER,
ml18_294b_0076_part75.wav,75,375,6:15,0.1082,RAS,A_VALIDER,
ml17_280a_0088_part5.wav,5,25,0:25,0.1081,RAS,A_VALIDER,
ml18_294b_0076_part30.wav,30,150,2:30,0.1081,RAS,A_VALIDER,
ml17_280a_0144_part70.wav,70,350,5:50,0.1081,RAS,A_VALIDER,
ml18_294b_0076_part2.wav,2,10,0:10,0.1078,RAS,A_VALIDER,
ml17_280a_0088_part84.wav,84,420,7:00,0.1077,RAS,A_VALIDER,
ml18_294b_0013_part79.wav,79,395,6:35,0.1077,RAS,A_VALIDER,
ml18_294b_0042_part17.wav,17,85,1:25,0.1076,RAS,A_VALIDER,
ml19_292a_0030_part40.wav,40,200,3:20,0.1069,RAS,A_VALIDER,
ml17_280a_0088_part50.wav,50,250,4:10,0.1068,RAS,A_VALIDER,
ml19_293a_0066_part31.wav,31,155,2:35,0.1067,RAS,A_VALIDER,
ml18_294b_0076_part72.wav,72,360,6:00,0.1065,RAS,A_VALIDER,
ml17_280a_0088_part63.wav,63,315,5:15,0.1062,RAS,A_VALIDER,
ml19_292a_0030_part88.wav,88,440,7:20,0.106,RAS,A_VALIDER,
ml19_292a_0030_part12.wav,12,60,1:00,0.106,RAS,A_VALIDER,
ml17_280a_0088_part24.wav,24,120,2:00,0.1056,RAS,A_VALIDER,
ml19_293a_0066_part46.wav,46,230,3:50,0.1056,RAS,A_VALIDER,
ml19_292a_0030_part27.wav,27,135,2:15,0.1056,RAS,A_VALIDER,
ml19_293a_0015_part51.wav,51,255,4:15,0.1054,RAS,A_VALIDER,
ml18_294b_0013_part88.wav,88,440,7:20,0.1051,RAS,A_VALIDER,
ml19_293a_0015_part59.wav,59,295,4:55,0.1051,RAS,A_VALIDER,
ml19_293a_0015_part69.wav,69,345,5:45,0.105,RAS,A_VALIDER,
ml19_293a_0066_part44.wav,44,220,3:40,0.105,RAS,A_VALIDER,
ml19_292a_0030_part47.wav,47,235,3:55,0.1048,RAS,A_VALIDER,
ml19_292a_0007_part40.wav,40,200,3:20,0.1047,RAS,RAS,
ml19_292a_0007_part24.wav,24,120,2:00,0.1047,RAS,A_VALIDER,
ml17_280a_0088_part144.wav,144,720,12:00,0.1042,RAS,A_VALIDER,
ml19_293a_0015_part66.wav,66,330,5:30,0.1042,RAS,A_VALIDER,
ml19_293a_0015_part85.wav,85,425,7:05,0.104,RAS,A_VALIDER,
ml19_293a_0015_part105.wav,105,525,8:45,0.1035,RAS,A_VALIDER,
ml18_296a_0007_part0.wav,0,0,0:00,0.1031,RAS,RAS,
ml19_292a_0007_part5.wav,5,25,0:25,0.1031,RAS,RAS,
ml17_280a_0144_part141.wav,141,705,11:45,0.1031,RAS,RAS,
ml19_292a_0030_part28.wav,28,140,2:20,0.103,RAS,RAS,
ml19_293a_0015_part74.wav,74,370,6:10,0.103,RAS,RAS,
ml17_280a_0144_part65.wav,65,325,5:25,0.103,RAS,RAS,
ml19_293a_0066_part93.wav,93,465,7:45,0.1026,RAS,RAS,
ml17_280a_0088_part150.wav,150,750,12:30,0.1025,RAS,RAS,
ml19_292b_0026_part21.wav,21,105,1:45,0.1024,RAS,RAS,
ml19_293a_0066_part54.wav,54,270,4:30,0.1023,RAS,RAS,
ml18_294b_0013_part94.wav,94,470,7:50,0.1023,RAS,RAS,
ml17_280a_0088_part65.wav,65,325,5:25,0.1023,RAS,RAS,
ml19_293a_0015_part73.wav,73,365,6:05,0.1022,RAS,RAS,
ml18_296a_0007_part23.wav,23,115,1:55,0.1022,RAS,RAS,
ml17_280a_0088_part156.wav,156,780,13:00,0.1022,RAS,RAS,
ml19_292a_0030_part24.wav,24,120,2:00,0.1022,RAS,RAS,
ml17_280a_0088_part52.wav,52,260,4:20,0.1021,RAS,RAS,
ml17_280a_0083_part71.wav,71,355,5:55,0.1019,RAS,RAS,
ml17_280a_0088_part99.wav,99,495,8:15,0.1017,RAS,RAS,
ml18_294b_0042_part23.wav,23,115,1:55,0.1016,RAS,RAS,
ml17_280a_0088_part136.wav,136,680,11:20,0.1015,RAS,RAS,
ml17_280a_0088_part44.wav,44,220,3:40,0.1014,RAS,RAS,
ml19_293a_0015_part86.wav,86,430,7:10,0.1012,RAS,RAS,
ml19_292a_0030_part89.wav,89,445,7:25,0.1011,RAS,RAS,
ml17_280a_0144_part51.wav,51,255,4:15,0.1011,RAS,RAS,
ml17_280a_0144_part45.wav,45,225,3:45,0.101,RAS,RAS,
ml17_280a_0088_part1.wav,1,5,0:05,0.1009,RAS,RAS,
ml19_292a_0030_part31.wav,31,155,2:35,0.1008,RAS,RAS,
ml19_292a_0030_part18.wav,18,90,1:30,0.1008,RAS,RAS,
ml19_292a_0030_part16.wav,16,80,1:20,0.1008,RAS,RAS,
ml17_280a_0144_part61.wav,61,305,5:05,0.1008,RAS,RAS,
ml19_293a_0015_part60.wav,60,300,5:00,0.1006,RAS,RAS,
ml19_293a_0015_part55.wav,55,275,4:35,0.1005,RAS,RAS,
ml17_280a_0088_part91.wav,91,455,7:35,0.1005,RAS,RAS,
ml19_292a_0030_part45.wav,45,225,3:45,0.1002,RAS,RAS,
ml17_280a_0083_part62.wav,62,310,5:10,0.1002,RAS,RAS,
ml17_280a_0088_part47.wav,47,235,3:55,0.1001,RAS,RAS,
ml17_280a_0088_part95.wav,95,475,7:55,0.1,RAS,RAS,
ml18_294b_0042_part49.wav,49,245,4:05,0.1,RAS,RAS,
ml19_292a_0030_part25.wav,25,125,2:05,0.1,RAS,RAS,
ml19_293a_0066_part69.wav,69,345,5:45,0.1,RAS,RAS,
ml19_292a_0007_part26.wav,26,130,2:10,0.0999,RAS,RAS,
ml18_294b_0076_part47.wav,47,235,3:55,0.0999,RAS,RAS,
ml19_293a_0015_part9.wav,9,45,0:45,0.0997,RAS,RAS,
ml19_293a_0015_part45.wav,45,225,3:45,0.0992,RAS,RAS,
