Source Audio,Part,Début (min:sec),Distance_Noise,Distance_Anomaly,Status,Detection_Reason,Validation_Humaine
ml18_294b_0042_part45.wav,45,3:45,0.1348,0.1651,RAS,,A_VALIDER
ml17_280a_0088_part51.wav,51,4:15,0.1348,0.1697,RAS,,A_VALIDER
ml19_293a_0066_part36.wav,36,3:00,0.1346,0.1598,RAS,,A_VALIDER
ml18_294b_0013_part10.wav,10,0:50,0.1346,0.1567,RAS,,A_VALIDER
ml18_294b_0076_part5.wav,5,0:25,0.1346,0.1592,RAS,,A_VALIDER
ml19_292a_0030_part92.wav,92,7:40,0.1344,0.1591,RAS,,A_VALIDER
ml19_293a_0066_part10.wav,10,0:50,0.1344,0.1669,RAS,,A_VALIDER
ml17_280a_0144_part85.wav,85,7:05,0.1342,0.159,RAS,,A_VALIDER
ml19_293a_0015_part49.wav,49,4:05,0.1342,0.1644,RAS,,A_VALIDER
ml18_294b_0013_part35.wav,35,2:55,0.1341,0.1541,RAS,,A_VALIDER
ml18_294b_0013_part25.wav,25,2:05,0.1341,0.165,RAS,,A_VALIDER
ml19_293a_0015_part28.wav,28,2:20,0.1337,0.1637,RAS,,A_VALIDER
ml17_280a_0144_part81.wav,81,6:45,0.1335,0.1553,RAS,,A_VALIDER
ml17_280a_0144_part60.wav,60,5:00,0.1335,0.1641,RAS,,A_VALIDER
ml18_294b_0013_part55.wav,55,4:35,0.1334,0.1547,RAS,,A_VALIDER
ml18_294b_0013_part67.wav,67,5:35,0.1334,0.1549,RAS,,A_VALIDER
ml19_292b_0026_part86.wav,86,7:10,0.1334,0.1495,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0013_part46.wav,46,3:50,0.1331,0.1619,RAS,,A_VALIDER
ml19_293a_0015_part6.wav,6,0:30,0.1331,0.1642,RAS,,A_VALIDER
ml18_294b_0076_part7.wav,7,0:35,0.1331,0.1564,RAS,,A_VALIDER
ml19_292b_0026_part84.wav,84,7:00,0.1329,0.1527,RAS,,A_VALIDER
ml19_293a_0066_part90.wav,90,7:30,0.1329,0.1554,RAS,,A_VALIDER
ml19_293a_0066_part37.wav,37,3:05,0.1328,0.1583,RAS,,A_VALIDER
ml19_293a_0015_part32.wav,32,2:40,0.1328,0.1618,RAS,,A_VALIDER
ml19_292a_0030_part26.wav,26,2:10,0.1327,0.1655,RAS,,A_VALIDER
ml19_293a_0015_part99.wav,99,8:15,0.1326,0.1591,RAS,,A_VALIDER
ml19_293a_0015_part91.wav,91,7:35,0.1324,0.1618,RAS,,A_VALIDER
ml19_293a_0015_part76.wav,76,6:20,0.1324,0.1635,RAS,,A_VALIDER
ml18_294b_0013_part69.wav,69,5:45,0.1323,0.1609,RAS,,A_VALIDER
ml17_280a_0144_part46.wav,46,3:50,0.1321,0.1537,RAS,,A_VALIDER
ml17_280a_0083_part43.wav,43,3:35,0.132,0.1243,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0013_part16.wav,16,1:20,0.1319,0.156,RAS,,A_VALIDER
ml18_294b_0076_part39.wav,39,3:15,0.1318,0.1658,RAS,,A_VALIDER
ml19_293a_0066_part26.wav,26,2:10,0.1318,0.157,RAS,,A_VALIDER
ml19_292a_0007_part6.wav,6,0:30,0.1318,0.1659,RAS,,A_VALIDER
ml18_294b_0013_part62.wav,62,5:10,0.1316,0.1547,RAS,,A_VALIDER
ml18_294b_0013_part34.wav,34,2:50,0.1316,0.1614,RAS,,A_VALIDER
ml17_280a_0088_part126.wav,126,10:30,0.1313,0.16,RAS,,A_VALIDER
ml17_280a_0088_part19.wav,19,1:35,0.1313,0.1667,RAS,,A_VALIDER
ml19_293a_0015_part137.wav,137,11:25,0.1313,0.1523,RAS,,A_VALIDER
ml17_280a_0088_part67.wav,67,5:35,0.1311,0.1703,RAS,,A_VALIDER
ml17_280a_0144_part21.wav,21,1:45,0.131,0.16,RAS,,A_VALIDER
ml17_280a_0144_part63.wav,63,5:15,0.1307,0.1549,RAS,,A_VALIDER
ml19_292a_0007_part10.wav,10,0:50,0.1305,0.1686,RAS,,A_VALIDER
ml18_294b_0013_part18.wav,18,1:30,0.1305,0.147,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0076_part85.wav,85,7:05,0.1304,0.1554,RAS,,A_VALIDER
ml17_280a_0144_part93.wav,93,7:45,0.1303,0.1403,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part72.wav,72,6:00,0.1302,0.1592,RAS,,A_VALIDER
ml17_280a_0144_part146.wav,146,12:10,0.1302,0.1403,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0030_part51.wav,51,4:15,0.1302,0.1503,RAS,,A_VALIDER
ml17_280a_0088_part48.wav,48,4:00,0.1302,0.161,RAS,,A_VALIDER
ml18_294b_0013_part57.wav,57,4:45,0.1301,0.1553,RAS,,A_VALIDER
ml18_296a_0007_part13.wav,13,1:05,0.13,0.1428,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0066_part83.wav,83,6:55,0.13,0.1486,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0144_part19.wav,19,1:35,0.1298,0.1515,RAS,,A_VALIDER
ml17_280a_0144_part109.wav,109,9:05,0.1296,0.1524,RAS,,A_VALIDER
ml19_293a_0066_part3.wav,3,0:15,0.1294,0.1507,RAS,,A_VALIDER
ml17_280a_0088_part103.wav,103,8:35,0.1293,0.1605,RAS,,A_VALIDER
ml19_293a_0015_part53.wav,53,4:25,0.1293,0.1642,RAS,,A_VALIDER
ml18_294b_0076_part27.wav,27,2:15,0.1293,0.1582,RAS,,A_VALIDER
ml18_294b_0013_part7.wav,7,0:35,0.1292,0.1517,RAS,,A_VALIDER
ml19_293a_0066_part76.wav,76,6:20,0.1292,0.1504,RAS,,A_VALIDER
ml17_280a_0088_part62.wav,62,5:10,0.1289,0.1582,RAS,,A_VALIDER
ml18_296a_0007_part19.wav,19,1:35,0.1288,0.1493,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0007_part3.wav,3,0:15,0.1287,0.1673,RAS,,A_VALIDER
ml19_292a_0030_part5.wav,5,0:25,0.1287,0.1637,RAS,,A_VALIDER
ml18_296a_0007_part21.wav,21,1:45,0.1286,0.1491,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0013_part95.wav,95,7:55,0.1284,0.1446,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0066_part33.wav,33,2:45,0.1283,0.1493,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0042_part38.wav,38,3:10,0.1283,0.1581,RAS,,A_VALIDER
ml18_294b_0076_part51.wav,51,4:15,0.1283,0.1568,RAS,,A_VALIDER
ml19_293a_0015_part121.wav,121,10:05,0.1283,0.1489,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part39.wav,39,3:15,0.1283,0.1609,RAS,,A_VALIDER
ml19_293a_0066_part53.wav,53,4:25,0.1282,0.1504,RAS,,A_VALIDER
ml17_280a_0088_part27.wav,27,2:15,0.1282,0.1584,RAS,,A_VALIDER
ml17_280a_0083_part61.wav,61,5:05,0.1281,0.1222,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0013_part64.wav,64,5:20,0.128,0.1531,RAS,,A_VALIDER
ml18_294b_0076_part50.wav,50,4:10,0.1278,0.1589,RAS,,A_VALIDER
ml19_293a_0066_part82.wav,82,6:50,0.1275,0.1488,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292b_0026_part23.wav,23,1:55,0.1275,0.1443,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part93.wav,93,7:45,0.1275,0.1559,RAS,,A_VALIDER
ml17_280a_0088_part25.wav,25,2:05,0.1275,0.1616,RAS,,A_VALIDER
ml19_292b_0026_part16.wav,16,1:20,0.1275,0.1426,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0144_part89.wav,89,7:25,0.1273,0.1486,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292b_0026_part78.wav,78,6:30,0.1271,0.1434,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part155.wav,155,12:55,0.127,0.1508,RAS,,A_VALIDER
ml19_292b_0026_part49.wav,49,4:05,0.127,0.147,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0042_part9.wav,9,0:45,0.1269,0.1534,RAS,,A_VALIDER
ml18_294b_0076_part8.wav,8,0:40,0.1268,0.1545,RAS,,A_VALIDER
ml17_280a_0088_part147.wav,147,12:15,0.1267,0.1532,RAS,,A_VALIDER
ml17_280a_0088_part148.wav,148,12:20,0.1267,0.1483,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part21.wav,21,1:45,0.1267,0.1636,RAS,,A_VALIDER
ml17_280a_0144_part72.wav,72,6:00,0.1267,0.1436,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0076_part49.wav,49,4:05,0.1266,0.1612,RAS,,A_VALIDER
ml19_292b_0026_part26.wav,26,2:10,0.1265,0.1452,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part56.wav,56,4:40,0.1265,0.1573,RAS,,A_VALIDER
ml18_294b_0076_part42.wav,42,3:30,0.1265,0.1582,RAS,,A_VALIDER
ml18_294b_0076_part62.wav,62,5:10,0.1264,0.1501,RAS,,A_VALIDER
ml19_293a_0066_part8.wav,8,0:40,0.1264,0.1554,RAS,,A_VALIDER
ml18_294b_0042_part44.wav,44,3:40,0.1263,0.1551,RAS,,A_VALIDER
ml18_294b_0076_part60.wav,60,5:00,0.1263,0.1494,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part164.wav,164,13:40,0.1262,0.1507,RAS,,A_VALIDER
ml19_292a_0007_part14.wav,14,1:10,0.1262,0.1635,RAS,,A_VALIDER
ml19_293a_0015_part120.wav,120,10:00,0.126,0.1511,RAS,,A_VALIDER
ml18_294b_0042_part6.wav,6,0:30,0.1259,0.1591,RAS,,A_VALIDER
ml18_294b_0076_part56.wav,56,4:40,0.1259,0.1508,RAS,,A_VALIDER
ml19_292b_0026_part3.wav,3,0:15,0.1258,0.1379,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0144_part68.wav,68,5:40,0.1257,0.149,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0066_part41.wav,41,3:25,0.1257,0.1464,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0042_part29.wav,29,2:25,0.1256,0.1615,RAS,,A_VALIDER
ml19_293a_0015_part2.wav,2,0:10,0.1255,0.1571,RAS,,A_VALIDER
ml18_294b_0076_part82.wav,82,6:50,0.1252,0.1436,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292b_0026_part33.wav,33,2:45,0.1251,0.1412,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0030_part77.wav,77,6:25,0.125,0.1464,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0144_part111.wav,111,9:15,0.1249,0.1438,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0013_part9.wav,9,0:45,0.1249,0.1535,RAS,,A_VALIDER
ml18_294b_0042_part20.wav,20,1:40,0.1247,0.1534,RAS,,A_VALIDER
ml18_294b_0076_part26.wav,26,2:10,0.1247,0.154,RAS,,A_VALIDER
ml18_294b_0042_part30.wav,30,2:30,0.1244,0.1547,RAS,,A_VALIDER
ml19_292b_0026_part24.wav,24,2:00,0.1244,0.138,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part42.wav,42,3:30,0.1242,0.1574,RAS,,A_VALIDER
ml17_280a_0088_part78.wav,78,6:30,0.1242,0.1571,RAS,,A_VALIDER
ml18_294b_0042_part34.wav,34,2:50,0.1239,0.157,RAS,,A_VALIDER
ml19_293a_0066_part21.wav,21,1:45,0.1237,0.1509,RAS,,A_VALIDER
ml17_280a_0144_part34.wav,34,2:50,0.1236,0.1537,RAS,,A_VALIDER
ml19_293a_0015_part21.wav,21,1:45,0.1236,0.158,RAS,,A_VALIDER
ml18_294b_0042_part7.wav,7,0:35,0.1235,0.1532,RAS,,A_VALIDER
ml19_293a_0066_part78.wav,78,6:30,0.1234,0.1435,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part106.wav,106,8:50,0.1234,0.153,RAS,,A_VALIDER
ml17_280a_0144_part126.wav,126,10:30,0.1233,0.1439,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part79.wav,79,6:35,0.1232,0.1482,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0030_part54.wav,54,4:30,0.1231,0.1441,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0013_part41.wav,41,3:25,0.123,0.15,RAS,,A_VALIDER
ml17_280a_0088_part94.wav,94,7:50,0.123,0.1484,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0013_part20.wav,20,1:40,0.1229,0.1448,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part44.wav,44,3:40,0.1228,0.1558,RAS,,A_VALIDER
ml17_280a_0144_part83.wav,83,6:55,0.1228,0.1433,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0007_part18.wav,18,1:30,0.1227,0.1576,RAS,,A_VALIDER
ml17_280a_0144_part25.wav,25,2:05,0.1227,0.1484,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0042_part5.wav,5,0:25,0.1226,0.1583,RAS,,A_VALIDER
ml18_294b_0076_part13.wav,13,1:05,0.1224,0.1529,RAS,,A_VALIDER
ml19_293a_0066_part88.wav,88,7:20,0.1224,0.1466,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0076_part61.wav,61,5:05,0.1223,0.1496,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part106.wav,106,8:50,0.1223,0.1464,ANOMALIE,Similitude expertise,A_VALIDER
ml18_296a_0007_part12.wav,12,1:00,0.1223,0.1387,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part113.wav,113,9:25,0.1221,0.1517,RAS,,A_VALIDER
ml17_280a_0144_part7.wav,7,0:35,0.1221,0.1444,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0042_part40.wav,40,3:20,0.122,0.1463,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part49.wav,49,4:05,0.122,0.1593,RAS,,A_VALIDER
ml18_294b_0076_part44.wav,44,3:40,0.122,0.1509,RAS,,A_VALIDER
ml19_292a_0030_part84.wav,84,7:00,0.122,0.1424,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0076_part68.wav,68,5:40,0.122,0.1464,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0076_part46.wav,46,3:50,0.1219,0.1533,RAS,,A_VALIDER
ml19_292b_0026_part22.wav,22,1:50,0.1219,0.1368,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0030_part17.wav,17,1:25,0.1219,0.1556,RAS,,A_VALIDER
ml19_293a_0015_part84.wav,84,7:00,0.1219,0.1489,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part57.wav,57,4:45,0.1218,0.1513,RAS,,A_VALIDER
ml19_292a_0030_part13.wav,13,1:05,0.1217,0.1516,RAS,,A_VALIDER
ml17_280a_0144_part41.wav,41,3:25,0.1217,0.1463,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0013_part24.wav,24,2:00,0.1217,0.1481,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part18.wav,18,1:30,0.1216,0.1573,RAS,,A_VALIDER
ml17_280a_0088_part35.wav,35,2:55,0.1215,0.1569,RAS,,A_VALIDER
ml18_294b_0013_part56.wav,56,4:40,0.1214,0.1467,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part68.wav,68,5:40,0.1214,0.1525,RAS,,A_VALIDER
ml18_294b_0042_part32.wav,32,2:40,0.1212,0.1521,RAS,,A_VALIDER
ml18_294b_0076_part31.wav,31,2:35,0.1212,0.1505,RAS,,A_VALIDER
ml18_294b_0076_part24.wav,24,2:00,0.1212,0.1555,RAS,,A_VALIDER
ml19_293a_0066_part4.wav,4,0:20,0.1212,0.1508,RAS,,A_VALIDER
ml19_292a_0030_part60.wav,60,5:00,0.1211,0.1482,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0144_part120.wav,120,10:00,0.1211,0.1371,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292b_0026_part15.wav,15,1:15,0.1211,0.1366,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0144_part158.wav,158,13:10,0.121,0.1443,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part70.wav,70,5:50,0.121,0.1519,RAS,,A_VALIDER
ml19_293a_0066_part19.wav,19,1:35,0.1209,0.1443,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part119.wav,119,9:55,0.1208,0.1518,RAS,,A_VALIDER
ml19_293a_0015_part115.wav,115,9:35,0.1206,0.1474,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292b_0026_part17.wav,17,1:25,0.1205,0.1387,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0030_part9.wav,9,0:45,0.1204,0.157,RAS,,A_VALIDER
ml17_280a_0088_part105.wav,105,8:45,0.1204,0.1507,RAS,,A_VALIDER
ml19_293a_0066_part11.wav,11,0:55,0.1204,0.1434,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0030_part0.wav,0,0:00,0.1202,0.1512,RAS,,A_VALIDER
ml19_293a_0015_part43.wav,43,3:35,0.1199,0.1522,RAS,,A_VALIDER
ml17_280a_0088_part7.wav,7,0:35,0.1197,0.1533,RAS,,A_VALIDER
ml19_293a_0015_part98.wav,98,8:10,0.1196,0.1471,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part132.wav,132,11:00,0.1194,0.1496,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0076_part10.wav,10,0:50,0.1194,0.1454,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292b_0026_part25.wav,25,2:05,0.1194,0.1393,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0076_part15.wav,15,1:15,0.1194,0.1438,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part74.wav,74,6:10,0.1192,0.1531,RAS,,A_VALIDER
ml19_292a_0030_part58.wav,58,4:50,0.1192,0.1478,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0007_part27.wav,27,2:15,0.119,0.1539,RAS,,A_VALIDER
ml18_294b_0013_part6.wav,6,0:30,0.119,0.1439,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part126.wav,126,10:30,0.1189,0.1437,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0042_part1.wav,1,0:05,0.1188,0.1549,RAS,,A_VALIDER
ml18_294b_0013_part87.wav,87,7:15,0.1188,0.1359,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part0.wav,0,0:00,0.1186,0.151,RAS,,A_VALIDER
ml17_280a_0144_part5.wav,5,0:25,0.1185,0.1354,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part63.wav,63,5:15,0.1185,0.1467,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part123.wav,123,10:15,0.1184,0.1458,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0066_part52.wav,52,4:20,0.1184,0.144,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0042_part48.wav,48,4:00,0.1184,0.1445,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292b_0026_part6.wav,6,0:30,0.1182,0.1351,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part109.wav,109,9:05,0.1182,0.147,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part46.wav,46,3:50,0.1181,0.152,RAS,,A_VALIDER
ml19_293a_0015_part71.wav,71,5:55,0.118,0.1495,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part124.wav,124,10:20,0.118,0.1424,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0030_part64.wav,64,5:20,0.1178,0.1421,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0144_part147.wav,147,12:15,0.1177,0.1364,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0042_part31.wav,31,2:35,0.1176,0.142,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0042_part3.wav,3,0:15,0.1176,0.1509,RAS,,A_VALIDER
ml18_294b_0042_part47.wav,47,3:55,0.1175,0.147,ANOMALIE,Similitude expertise,A_VALIDER
ml19_292a_0007_part41.wav,41,3:25,0.1175,0.1477,ANOMALIE,Similitude expertise,A_VALIDER
ml17_280a_0088_part15.wav,15,1:15,0.1174,0.1555,RAS,,A_VALIDER
ml17_280a_0088_part22.wav,22,1:50,0.1174,0.148,ANOMALIE,Similitude expertise,A_VALIDER
ml18_294b_0042_part25.wav,25,2:05,0.1173,0.152,RAS,,A_VALIDER
ml17_280a_0088_part100.wav,100,8:20,0.1173,0.1449,ANOMALIE,Similitude expertise,A_VALIDER
ml19_293a_0015_part65.wav,65,5:25,0.1173,0.1534,RAS,,A_VALIDER
